Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-69306,DNA Replication,4,168,0.010939637,0.862053404,0.862053404,12,58,0.004004972,9606,Homo sapiens,STN1;UBC;KPNA6,,R-HSA-68960;R-HSA-68914;R-HSA-68946;R-HSA-68916;R-HSA-68948;R-HSA-69015;R-HSA-68825;R-HSA-68712;R-HSA-69016;R-HSA-9734670;R-HSA-9734687;R-HSA-9734713
R-HSA-5621481,C-type lectin receptors (CLRs),5,203,0.013218728,0.863388157,0.863388157,11,68,0.004695484,9606,Homo sapiens,UBC;ICAM2;FYN;ITPR3,,R-HSA-169683;R-HSA-169680;R-HSA-5624486;R-HSA-202534;R-HSA-5607728;R-HSA-5607731;R-HSA-5621571;R-HSA-5607757;R-HSA-5607725;R-HSA-5607756;R-HSA-5621355
R-HSA-5368286,Mitochondrial translation initiation,2,96,0.006251221,0.865668142,0.865668142,3,4,2.76E-04,9606,Homo sapiens,MRPL38;MRPS18A,,R-HSA-5368279;R-HSA-5389849;R-HSA-5389839
R-HSA-3928665,EPH-ephrin mediated repulsion of cells,1,55,0.003581429,0.866384361,0.866384361,5,9,6.21E-04,9606,Homo sapiens,FYN,,R-HSA-4093327;R-HSA-3928607;R-HSA-3928604;R-HSA-3928642;R-HSA-3928628
R-HSA-3560782,Diseases associated with glycosaminoglycan metabolism,1,55,0.003581429,0.866384361,0.866384361,11,29,0.002002486,9606,Homo sapiens,GPC1,,R-HSA-3560804;R-HSA-9036283;R-HSA-3656261;R-HSA-3560802;R-HSA-9036285;R-HSA-3656257;R-HSA-9036289;R-HSA-3656254;R-HSA-9036290;R-HSA-3656267;R-HSA-4420365
R-HSA-1483191,Synthesis of PC,1,55,0.003581429,0.866384361,0.866384361,1,18,0.001242922,9606,Homo sapiens,CHKA,,R-HSA-1483004
R-HSA-109582,Hemostasis,24,803,0.052288859,0.867533831,0.867533831,84,338,0.023339318,9606,Homo sapiens,LGALS3BP;BRPF3;ITGA2B;CABLES1;ITPR3;ADRA2C;PRKCZ;TSKU;PTK2;RHOB;VEGFA;GNGT2;PRKAR1A;GPC1;IRF1;MAFG;CD109;KIF13B;CD9;FYN;ZFPM2;SLC16A3;SH2B2,,R-HSA-443910;R-HSA-390663;R-HSA-392195;R-HSA-443905;R-HSA-429441;R-HSA-396941;R-HSA-443402;R-HSA-397835;R-HSA-392202;R-HSA-114577;R-HSA-392852;R-HSA-481044;R-HSA-418581;R-HSA-418579;R-HSA-418576;R-HSA-430096;R-HSA-354066;R-HSA-354077;R-HSA-996755;R-HSA-354073;R-HSA-443418;R-HSA-432295;R-HSA-354087;R-HSA-392870;R-HSA-139941;R-HSA-377644;R-HSA-114600;R-HSA-377641;R-HSA-377640;R-HSA-377643;R-HSA-392874;R-HSA-442291;R-HSA-453183;R-HSA-139842;R-HSA-396996;R-HSA-158145;R-HSA-397891;R-HSA-1013833;R-HSA-1008200;R-HSA-428750;R-HSA-354124;R-HSA-428749;R-HSA-8870732;R-HSA-992708;R-HSA-139854;R-HSA-437195;R-HSA-437192;R-HSA-372693;R-HSA-158419;R-HSA-482772;R-HSA-1008220;R-HSA-983259;R-HSA-428752;R-HSA-453200;R-HSA-372697;R-HSA-158300;R-HSA-429529;R-HSA-354149;R-HSA-429415;R-HSA-372705;R-HSA-432096;R-HSA-481007;R-HSA-432110;R-HSA-204392;R-HSA-994020;R-HSA-428909;R-HSA-983266;R-HSA-114670;R-HSA-354165;R-HSA-428918;R-HSA-210291;R-HSA-428917;R-HSA-481009;R-HSA-1013881;R-HSA-437118;R-HSA-114552;R-HSA-430076;R-HSA-997237;R-HSA-994034;R-HSA-392187;R-HSA-114558;R-HSA-430073;R-HSA-158333;R-HSA-1008240
R-HSA-380320,Recruitment of NuMA to mitotic centrosomes,2,97,0.006316338,0.869459072,0.869459072,2,2,1.38E-04,9606,Homo sapiens,CSNK1D;NINL,,R-HSA-380316;R-HSA-380508
R-HSA-9635486,Infection with Mycobacterium tuberculosis,3,135,0.008790779,0.870602878,0.870602878,3,73,0.00504074,9606,Homo sapiens,RNF213;UBC,,R-HSA-9636439;R-HSA-9635609;R-HSA-9636461
R-HSA-5689880,Ub-specific processing proteases,5,206,0.013414078,0.871481955,0.871481955,35,40,0.002762049,9606,Homo sapiens,SMAD2;UBC;SMAD7,,R-HSA-5696534;R-HSA-5690196;R-HSA-6782628;R-HSA-6782820;R-HSA-5696914;R-HSA-5689950;R-HSA-936390;R-HSA-5696605;R-HSA-5696600;R-HSA-6781814;R-HSA-5696960;R-HSA-8869456;R-HSA-5696968;R-HSA-3640872;R-HSA-5696564;R-HSA-5689972;R-HSA-5689973;R-HSA-6781764;R-HSA-5696947;R-HSA-5696627;R-HSA-5696945;R-HSA-5697009;R-HSA-5696958;R-HSA-870437;R-HSA-6781897;R-HSA-6783177;R-HSA-8862184;R-HSA-5696997;R-HSA-6781779;R-HSA-5690080;R-HSA-5690159;R-HSA-5690157;R-HSA-6782106;R-HSA-5690152;R-HSA-5696872
R-HSA-428157,Sphingolipid metabolism,4,172,0.011200104,0.873763082,0.873763082,5,75,0.005178843,9606,Homo sapiens,CERS3;SPHK1;ALDH3B1;DEGS2,,R-HSA-428214;R-HSA-428260;R-HSA-5696080;R-HSA-428273;R-HSA-428185
R-HSA-5620920,Cargo trafficking to the periciliary membrane,1,57,0.003711662,0.875831592,0.875831592,4,27,0.001864383,9606,Homo sapiens,CYS1,,R-HSA-5624133;R-HSA-5624132;R-HSA-5624131;R-HSA-5624130
R-HSA-1169410,Antiviral mechanism by IFN-stimulated genes,4,173,0.011265221,0.876553135,0.876553135,6,71,0.004902638,9606,Homo sapiens,SPHK1;UBC;FAAP20,,R-HSA-9835411;R-HSA-9836606;R-HSA-1169307;R-HSA-9836621;R-HSA-9833723;R-HSA-9836617
R-HSA-5620912,Anchoring of the basal body to the plasma membrane,2,99,0.006446572,0.876747654,0.876747654,8,9,6.21E-04,9606,Homo sapiens,CSNK1D;NINL,,R-HSA-5626228;R-HSA-5626227;R-HSA-5626220;R-HSA-5626223;R-HSA-5626681;R-HSA-5617816;R-HSA-5626699;R-HSA-5638009
R-HSA-5619084,ABC transporter disorders,2,99,0.006446572,0.876747654,0.876747654,3,23,0.001588178,9606,Homo sapiens,UBC,,R-HSA-8866854;R-HSA-8866858;R-HSA-8866856
R-HSA-421270,Cell-cell junction organization,2,99,0.006446572,0.876747654,0.876747654,5,54,0.003728767,9606,Homo sapiens,CLDN9;AGO2,,R-HSA-420019;R-HSA-9759809;R-HSA-9759516;R-HSA-9759950;R-HSA-9759513
R-HSA-9824439,Bacterial Infection Pathways,5,209,0.013609429,0.87916691,0.87916691,11,152,0.010495788,9606,Homo sapiens,RNF213;HSP90AB1;UBC;CD9,,R-HSA-5336417;R-HSA-8876262;R-HSA-9636439;R-HSA-5336420;R-HSA-8876258;R-HSA-5336422;R-HSA-8876255;R-HSA-9635609;R-HSA-8877003;R-HSA-5336413;R-HSA-9636461
R-HSA-453279,Mitotic G1 phase and G1/S transition,4,174,0.011330338,0.879289741,0.879289741,7,101,0.006974175,9606,Homo sapiens,STN1;UBC;CABLES1,,R-HSA-68960;R-HSA-68914;R-HSA-187574;R-HSA-68916;R-HSA-187575;R-HSA-1363331;R-HSA-69195
R-HSA-446219,Synthesis of substrates in N-glycan biosythesis,3,138,0.00898613,0.879901867,0.879901867,3,49,0.003383511,9606,Homo sapiens,ST3GAL4;NUDT14;ST6GALNAC4,,R-HSA-4084984;R-HSA-6810464;R-HSA-4084980
R-HSA-71406,Pyruvate metabolism and Citric Acid (TCA) cycle,2,100,0.006511688,0.880249621,0.880249621,4,36,0.002485844,9606,Homo sapiens,SLC16A3;PDK2,,R-HSA-373875;R-HSA-203946;R-HSA-373867;R-HSA-9011543
R-HSA-5655253,Signaling by FGFR2 in disease,1,58,0.003776779,0.880302119,0.880302119,13,28,0.001933435,9606,Homo sapiens,FGF18,,R-HSA-5654748;R-HSA-5655323;R-HSA-5655320;R-HSA-2077424;R-HSA-2033486;R-HSA-5655268;R-HSA-5655301;R-HSA-5655233;R-HSA-5655343;R-HSA-5655245;R-HSA-5655339;R-HSA-5655241;R-HSA-2033472
R-HSA-209776,Metabolism of amine-derived hormones,1,58,0.003776779,0.880302119,0.880302119,2,21,0.001450076,9606,Homo sapiens,DDC,,R-HSA-209859;R-HSA-209924
R-HSA-2162123,Synthesis of Prostaglandins (PG) and Thromboxanes (TX),1,58,0.003776779,0.880302119,0.880302119,1,33,0.002278691,9606,Homo sapiens,PTGIS,,R-HSA-76496
R-HSA-1989781,PPARA activates gene expression,4,175,0.011395455,0.881973651,0.881973651,41,41,0.002831101,9606,Homo sapiens,NCOR2;CARM1;PPARGC1A;MED15,,R-HSA-1655826;R-HSA-1989778;R-HSA-560517;R-HSA-1989779;R-HSA-1989776;R-HSA-1989777;R-HSA-1989774;R-HSA-560473;R-HSA-1989775;R-HSA-1989772;R-HSA-1989773;R-HSA-1989770;R-HSA-1368065;R-HSA-1989771;R-HSA-1989768;R-HSA-1989767;R-HSA-1989764;R-HSA-1989765;R-HSA-1989762;R-HSA-1989760;R-HSA-1989761;R-HSA-1989758;R-HSA-1989759;R-HSA-879724;R-HSA-1989756;R-HSA-1989757;R-HSA-1989754;R-HSA-1989755;R-HSA-1989752;R-HSA-1989753;R-HSA-1801587;R-HSA-1989750;R-HSA-1989751;R-HSA-1989748;R-HSA-1989749;R-HSA-1989746;R-HSA-1989747;R-HSA-1989745;R-HSA-1655848;R-HSA-1655850;R-HSA-1592238
R-HSA-162587,HIV Life Cycle,4,175,0.011395455,0.881973651,0.881973651,17,117,0.008078995,9606,Homo sapiens,UBC;HMGA1;CHMP6,,R-HSA-164514;R-HSA-184323;R-HSA-8951690;R-HSA-175174;R-HSA-175108;R-HSA-164522;R-HSA-3149434;R-HSA-3159227;R-HSA-184269;R-HSA-164845;R-HSA-175117;R-HSA-3159232;R-HSA-175250;R-HSA-173115;R-HSA-3139027;R-HSA-162590;R-HSA-3149454
R-HSA-6799198,Complex I biogenesis,1,59,0.003841896,0.884611967,0.884611967,6,13,8.98E-04,9606,Homo sapiens,NDUFB7,,R-HSA-6799191;R-HSA-6799202;R-HSA-6799197;R-HSA-6799196;R-HSA-6799179;R-HSA-6799178
R-HSA-197264,Nicotinamide salvaging,1,59,0.003841896,0.884611967,0.884611967,1,12,8.29E-04,9606,Homo sapiens,PTGIS,,R-HSA-76496
R-HSA-69275,G2/M Transition,5,212,0.01380478,0.886457416,0.886457416,19,78,0.005385996,9606,Homo sapiens,HSP90AB1;UBC;CSNK1D;NINL,,R-HSA-3000335;R-HSA-380455;R-HSA-380294;R-HSA-8854051;R-HSA-8852354;R-HSA-380303;R-HSA-8853419;R-HSA-8852362;R-HSA-8854071;R-HSA-3000319;R-HSA-380311;R-HSA-380272;R-HSA-8853405;R-HSA-2574845;R-HSA-8854044;R-HSA-3000310;R-HSA-8854041;R-HSA-380283;R-HSA-2574840
R-HSA-5368287,Mitochondrial translation,2,102,0.006641922,0.88697947,0.88697947,13,17,0.001173871,9606,Homo sapiens,MRPL38;MRPS18A,,R-HSA-5389842;R-HSA-5419281;R-HSA-5368279;R-HSA-5389848;R-HSA-5389849;R-HSA-5419261;R-HSA-5419264;R-HSA-5389857;R-HSA-5419271;R-HSA-5419273;R-HSA-5419279;R-HSA-5389839;R-HSA-5419277
R-HSA-1483257,Phospholipid metabolism,8,314,0.020446702,0.887169474,0.887169474,14,218,0.015053169,9606,Homo sapiens,PGS1;CHKA;DGAT1;PITPNM3;GDPD5;PLD1;NES,,R-HSA-1482646;R-HSA-1483222;R-HSA-1482547;R-HSA-1483004;R-HSA-1482939;R-HSA-1483142;R-HSA-1482533;R-HSA-6814132;R-HSA-1482691;R-HSA-1483182;R-HSA-1482636;R-HSA-1482667;R-HSA-8869241;R-HSA-1482889
R-HSA-400206,Regulation of lipid metabolism by PPARalpha,4,177,0.011525689,0.887186373,0.887186373,44,45,0.003107306,9606,Homo sapiens,NCOR2;CARM1;PPARGC1A;MED15,,R-HSA-400143;R-HSA-1655826;R-HSA-1989778;R-HSA-560517;R-HSA-1989779;R-HSA-1989776;R-HSA-1989777;R-HSA-1989774;R-HSA-560473;R-HSA-1989775;R-HSA-1989772;R-HSA-1989773;R-HSA-1989770;R-HSA-1368065;R-HSA-1989771;R-HSA-1989768;R-HSA-1989767;R-HSA-1989764;R-HSA-1989765;R-HSA-1989762;R-HSA-1989760;R-HSA-9734475;R-HSA-1989761;R-HSA-1989758;R-HSA-1989759;R-HSA-879724;R-HSA-1989756;R-HSA-1989757;R-HSA-1989754;R-HSA-1989755;R-HSA-1989752;R-HSA-1989753;R-HSA-1801587;R-HSA-1989750;R-HSA-1989751;R-HSA-1989748;R-HSA-1989749;R-HSA-1989746;R-HSA-1989747;R-HSA-1989745;R-HSA-400183;R-HSA-1655848;R-HSA-1655850;R-HSA-1592238
R-HSA-9664323,FCGR3A-mediated IL10 synthesis,3,141,0.009181481,0.888602525,0.888602525,6,20,0.001381025,9606,Homo sapiens,PRKAR1A;FYN;ITPR3,,R-HSA-9664275;R-HSA-169683;R-HSA-169680;R-HSA-111925;R-HSA-9664261;R-HSA-8951727
R-HSA-72187,mRNA 3'-end processing,1,60,0.003907013,0.888766901,0.888766901,3,3,2.07E-04,9606,Homo sapiens,U2AF2,,R-HSA-8849157;R-HSA-72180;R-HSA-72185
R-HSA-73772,RNA Polymerase I Promoter Escape,1,60,0.003907013,0.888766901,0.888766901,2,2,1.38E-04,9606,Homo sapiens,TAF1B,,R-HSA-73769;R-HSA-74986
R-HSA-6794361,Neurexins and neuroligins,1,60,0.003907013,0.888766901,0.888766901,4,19,0.001311973,9606,Homo sapiens,GRIN2C,,R-HSA-6794356;R-HSA-6794354;R-HSA-6794336;R-HSA-6794349
R-HSA-9705683,SARS-CoV-2-host interactions,6,248,0.016148987,0.889825795,0.889825795,7,67,0.004626433,9606,Homo sapiens,HSP90AB1;NAB1;UBC;HLA-B;RPS21,,R-HSA-9755328;R-HSA-9709852;R-HSA-168184;R-HSA-9755359;R-HSA-983426;R-HSA-9729849;R-HSA-918224
R-HSA-983695,Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,2,103,0.006707039,0.890211488,0.890211488,4,26,0.001795332,9606,Homo sapiens,FYN;ITPR3,,R-HSA-169683;R-HSA-169680;R-HSA-983709;R-HSA-1168376
R-HSA-453274,Mitotic G2-G2/M phases,5,214,0.013935013,0.891105763,0.891105763,19,80,0.005524099,9606,Homo sapiens,HSP90AB1;UBC;CSNK1D;NINL,,R-HSA-3000335;R-HSA-380455;R-HSA-380294;R-HSA-8854051;R-HSA-8852354;R-HSA-380303;R-HSA-8853419;R-HSA-8852362;R-HSA-8854071;R-HSA-3000319;R-HSA-380311;R-HSA-380272;R-HSA-8853405;R-HSA-2574845;R-HSA-8854044;R-HSA-3000310;R-HSA-8854041;R-HSA-380283;R-HSA-2574840
R-HSA-5250924,B-WICH complex positively regulates rRNA expression,1,61,0.00397213,0.89277248,0.89277248,3,3,2.07E-04,9606,Homo sapiens,TAF1B,,R-HSA-5250930;R-HSA-5250947;R-HSA-5250938
R-HSA-3000171,Non-integrin membrane-ECM interactions,1,61,0.00397213,0.89277248,0.89277248,2,22,0.001519127,9606,Homo sapiens,LAMA5,,R-HSA-2328129;R-HSA-2426355
R-HSA-70326,Glucose metabolism,3,143,0.009311715,0.89408579,0.89408579,3,50,0.003452562,9606,Homo sapiens,SLC25A1;G6PC3;SLC25A10,,R-HSA-3262512;R-HSA-372449;R-HSA-372843
R-HSA-73929,"Base-Excision Repair, AP Site Formation",1,62,0.004037247,0.896634063,0.896634063,4,64,0.004419279,9606,Homo sapiens,MBD4,,R-HSA-110231;R-HSA-110232;R-HSA-110171;R-HSA-110172
R-HSA-9824272,Somitogenesis,1,63,0.004102364,0.900356818,0.900356818,6,19,0.001311973,9606,Homo sapiens,RBPJ,,R-HSA-9824181;R-HSA-9824196;R-HSA-9824182;R-HSA-9824268;R-HSA-9824222;R-HSA-9824266
R-HSA-3214815,HDACs deacetylate histones,1,63,0.004102364,0.900356818,0.900356818,1,5,3.45E-04,9606,Homo sapiens,NCOR2,,R-HSA-3777129
R-HSA-446652,Interleukin-1 family signaling,4,183,0.01191639,0.901637364,0.901637364,18,92,0.006352714,9606,Homo sapiens,BCAM;TNIP2;UBC,,R-HSA-168166;R-HSA-209063;R-HSA-5684275;R-HSA-209061;R-HSA-5684273;R-HSA-8948015;R-HSA-9750942;R-HSA-5684250;R-HSA-5684248;R-HSA-5684261;R-HSA-451634;R-HSA-9750946;R-HSA-8948063;R-HSA-9758604;R-HSA-168184;R-HSA-446877;R-HSA-451418;R-HSA-5684267
R-HSA-948021,Transport to the Golgi and subsequent modification,5,219,0.014260598,0.902015963,0.902015963,22,60,0.004143074,9606,Homo sapiens,ST3GAL4;CSNK1D;TRAPPC9;FOLR1;NAPG,,R-HSA-5694423;R-HSA-6807877;R-HSA-6807875;R-HSA-5694418;R-HSA-203973;R-HSA-5694417;R-HSA-6809006;R-HSA-5694527;R-HSA-204008;R-HSA-6809003;R-HSA-5694522;R-HSA-5694425;R-HSA-6809015;R-HSA-5694439;R-HSA-6809014;R-HSA-6809011;R-HSA-6809010;R-HSA-5694446;R-HSA-5694410;R-HSA-1022129;R-HSA-5694441;R-HSA-5694409
R-HSA-8951664,Neddylation,6,254,0.016539689,0.902119322,0.902119322,28,44,0.003038254,9606,Homo sapiens,SPSB1;NPLOC4;UBC;ASB7;COMMD5,,R-HSA-8956040;R-HSA-8956106;R-HSA-8956045;R-HSA-8956099;R-HSA-8932355;R-HSA-8956103;R-HSA-8955289;R-HSA-9758088;R-HSA-8955285;R-HSA-9758090;R-HSA-8956200;R-HSA-8955241;R-HSA-8952618;R-HSA-8952620;R-HSA-8952044;R-HSA-9755505;R-HSA-9755507;R-HSA-8952039;R-HSA-8956026;R-HSA-9755303;R-HSA-8952638;R-HSA-8952639;R-HSA-8952625;R-HSA-8952626;R-HSA-9755304;R-HSA-8952630;R-HSA-9755306;R-HSA-8952631
R-HSA-6807878,COPI-mediated anterograde transport,2,107,0.006967507,0.902300309,0.902300309,8,12,8.29E-04,9606,Homo sapiens,FOLR1;NAPG,,R-HSA-6809015;R-HSA-6809014;R-HSA-6807877;R-HSA-6809011;R-HSA-6807875;R-HSA-6809010;R-HSA-6809006;R-HSA-6809003
R-HSA-6811434,COPI-dependent Golgi-to-ER retrograde traffic,2,107,0.006967507,0.902300309,0.902300309,4,11,7.60E-04,9606,Homo sapiens,KIF13B;NAPG,,R-HSA-6811426;R-HSA-6811425;R-HSA-6811423;R-HSA-6811422
R-HSA-1296071,Potassium Channels,2,107,0.006967507,0.902300309,0.902300309,4,20,0.001381025,9606,Homo sapiens,GNGT2;KCNK3,,R-HSA-1013020;R-HSA-1299318;R-HSA-1013013;R-HSA-1013012
R-HSA-5688426,Deubiquitination,7,289,0.01881878,0.903422511,0.903422511,56,77,0.005316945,9606,Homo sapiens,SMAD2;TNIP2;UBC;FOXK2;SMAD7,,R-HSA-688136;R-HSA-5690196;R-HSA-6782820;R-HSA-8869506;R-HSA-5689950;R-HSA-5696605;R-HSA-5688797;R-HSA-5690845;R-HSA-5696600;R-HSA-6781814;R-HSA-5696960;R-HSA-5690319;R-HSA-8865182;R-HSA-5690827;R-HSA-5696968;R-HSA-3640872;R-HSA-5690870;R-HSA-5689972;R-HSA-5689973;R-HSA-6781764;R-HSA-5691381;R-HSA-5696627;R-HSA-5697009;R-HSA-870437;R-HSA-6781897;R-HSA-6783177;R-HSA-5696997;R-HSA-936381;R-HSA-6781779;R-HSA-5690080;R-HSA-5696872;R-HSA-5690856;R-HSA-5696534;R-HSA-5689111;R-HSA-6782628;R-HSA-5696914;R-HSA-5691411;R-HSA-936390;R-HSA-5689630;R-HSA-5690759;R-HSA-5688837;R-HSA-8869456;R-HSA-5696564;R-HSA-5696947;R-HSA-5696945;R-HSA-5696958;R-HSA-8862184;R-HSA-5690790;R-HSA-5691431;R-HSA-5696547;R-HSA-5690159;R-HSA-5691439;R-HSA-2179291;R-HSA-5690157;R-HSA-6782106;R-HSA-5690152
R-HSA-9662361,Sensory processing of sound by outer hair cells of the cochlea,1,64,0.004167481,0.903945727,0.903945727,1,8,5.52E-04,9606,Homo sapiens,FSCN2,,R-HSA-9663363
R-HSA-109606,Intrinsic Pathway for Apoptosis,1,64,0.004167481,0.903945727,0.903945727,5,63,0.004350228,9606,Homo sapiens,BAK1,,R-HSA-114307;R-HSA-168848;R-HSA-139895;R-HSA-114263;R-HSA-114284
R-HSA-211897,Cytochrome P450 - arranged by substrate type,4,185,0.012046624,0.906078285,0.906078285,12,61,0.004212125,9606,Homo sapiens,CYP26B1;PTGIS;CYP11A1;CYP4F22,,R-HSA-76496;R-HSA-5602295;R-HSA-211873;R-HSA-76466;R-HSA-212007;R-HSA-215526;R-HSA-193845;R-HSA-211924;R-HSA-211962;R-HSA-193709;R-HSA-193101;R-HSA-192157
R-HSA-195258,RHO GTPase Effectors,8,325,0.021162988,0.9071572,0.9071572,30,113,0.00780279,9606,Homo sapiens,DVL1;RHPN1;MYH14;BAIAP2;PRKCZ;PTK2;MYL12B;RHOB,,R-HSA-5666070;R-HSA-2029469;R-HSA-3858489;R-HSA-2029466;R-HSA-5623632;R-HSA-3858495;R-HSA-2029465;R-HSA-419087;R-HSA-8981443;R-HSA-5667037;R-HSA-419083;R-HSA-5668932;R-HSA-5623622;R-HSA-9626817;R-HSA-5666178;R-HSA-5667008;R-HSA-2197690;R-HSA-2197698;R-HSA-5668978;R-HSA-442592;R-HSA-5623667;R-HSA-419232;R-HSA-419049;R-HSA-5671993;R-HSA-2130194;R-HSA-5671970;R-HSA-5625901;R-HSA-5671919;R-HSA-5667052;R-HSA-419197
R-HSA-2980766,Nuclear Envelope Breakdown,1,65,0.004232598,0.907405594,0.907405594,3,13,8.98E-04,9606,Homo sapiens,NEK6,,R-HSA-2980720;R-HSA-2990880;R-HSA-2984258
R-HSA-5621480,Dectin-2 family,1,65,0.004232598,0.907405594,0.907405594,1,12,8.29E-04,9606,Homo sapiens,FYN,,R-HSA-5621355
R-HSA-6791312,TP53 Regulates Transcription of Cell Cycle Genes,1,65,0.004232598,0.907405594,0.907405594,2,42,0.002900152,9606,Homo sapiens,CARM1,,R-HSA-3215152;R-HSA-3215144
R-HSA-9614085,FOXO-mediated transcription,2,110,0.007162857,0.910539624,0.910539624,13,85,0.005869355,9606,Homo sapiens,SMAD2;PPARGC1A,,R-HSA-9623280;R-HSA-9625520;R-HSA-9623281;R-HSA-9618004;R-HSA-9625749;R-HSA-9623192;R-HSA-9625693;R-HSA-9623168;R-HSA-9625510;R-HSA-9618021;R-HSA-9623240;R-HSA-9617838;R-HSA-9617996
R-HSA-418990,Adherens junctions interactions,1,66,0.004297714,0.910741052,0.910741052,4,49,0.003383511,9606,Homo sapiens,AGO2,,R-HSA-9759809;R-HSA-9759516;R-HSA-9759950;R-HSA-9759513
R-HSA-8979227,Triglyceride metabolism,1,66,0.004297714,0.910741052,0.910741052,1,24,0.00165723,9606,Homo sapiens,DGAT1,,R-HSA-75900
R-HSA-446203,Asparagine N-linked glycosylation,11,429,0.027935144,0.913761449,0.913761449,31,144,0.009943378,9606,Homo sapiens,TUSC3;UBC;ST3GAL4;CSNK1D;TRAPPC9;NUDT14;FOLR1;ST6GALNAC4;ALG10B;NAPG,,R-HSA-5694423;R-HSA-5694418;R-HSA-8853379;R-HSA-203973;R-HSA-4084984;R-HSA-5694417;R-HSA-6810464;R-HSA-446209;R-HSA-6809006;R-HSA-4084980;R-HSA-6809003;R-HSA-5694425;R-HSA-6809015;R-HSA-6809014;R-HSA-6809011;R-HSA-6809010;R-HSA-5694410;R-HSA-5694409;R-HSA-8867288;R-HSA-1022127;R-HSA-6807877;R-HSA-6807875;R-HSA-8850594;R-HSA-5694527;R-HSA-204008;R-HSA-5694522;R-HSA-5694439;R-HSA-446194;R-HSA-5694446;R-HSA-1022129;R-HSA-5694441
R-HSA-180786,Extension of Telomeres,1,67,0.004362831,0.913956565,0.913956565,5,28,0.001933435,9606,Homo sapiens,STN1,,R-HSA-174452;R-HSA-9668597;R-HSA-174427;R-HSA-174425;R-HSA-9668831
R-HSA-983705,Signaling by the B Cell Receptor (BCR),4,189,0.012307091,0.914430768,0.914430768,5,45,0.003107306,9606,Homo sapiens,UBC;FYN;ITPR3,,R-HSA-169683;R-HSA-1168643;R-HSA-169680;R-HSA-983709;R-HSA-1168376
R-HSA-977443,GABA receptor activation,1,68,0.004427948,0.91705644,0.91705644,3,12,8.29E-04,9606,Homo sapiens,GNGT2,,R-HSA-1013020;R-HSA-1013013;R-HSA-1013012
R-HSA-983189,Kinesins,1,68,0.004427948,0.91705644,0.91705644,2,14,9.67E-04,9606,Homo sapiens,KIF13B,,R-HSA-983259;R-HSA-983266
R-HSA-73856,RNA Polymerase II Transcription Termination,1,69,0.004493065,0.920044827,0.920044827,1,4,2.76E-04,9606,Homo sapiens,U2AF2,,R-HSA-72180
R-HSA-1268020,Mitochondrial protein import,1,69,0.004493065,0.920044827,0.920044827,1,14,9.67E-04,9606,Homo sapiens,PRICKLE4,,R-HSA-1268022
R-HSA-8956321,Nucleotide salvage,1,69,0.004493065,0.920044827,0.920044827,1,22,0.001519127,9606,Homo sapiens,UCKL1,,R-HSA-8954327
R-HSA-2559586,DNA Damage/Telomere Stress Induced Senescence,1,70,0.004558182,0.922925731,0.922925731,1,18,0.001242922,9606,Homo sapiens,HMGA1,,R-HSA-4647594
R-HSA-186797,Signaling by PDGF,1,70,0.004558182,0.922925731,0.922925731,1,31,0.002140588,9606,Homo sapiens,COL6A2,,R-HSA-382054
R-HSA-1852241,Organelle biogenesis and maintenance,8,337,0.02194439,0.925457221,0.925457221,29,86,0.005938406,9606,Homo sapiens,CARM1;CSNK1D;CYS1;PPRC1;PPARGC1A;NINL;PRKAB1,,R-HSA-1605535;R-HSA-5617816;R-HSA-5624133;R-HSA-5624132;R-HSA-5624131;R-HSA-5624130;R-HSA-1368140;R-HSA-2466367;R-HSA-5626699;R-HSA-5626228;R-HSA-1592249;R-HSA-1592250;R-HSA-1592252;R-HSA-5626227;R-HSA-1592242;R-HSA-1605428;R-HSA-1592244;R-HSA-5626681;R-HSA-1592246;R-HSA-5638009;R-HSA-1592232;R-HSA-1592233;R-HSA-2466391;R-HSA-1592234;R-HSA-1592236;R-HSA-1592238;R-HSA-5626220;R-HSA-5626223;R-HSA-2466392
R-HSA-2426168,Activation of gene expression by SREBF (SREBP),1,71,0.004623299,0.92570301,0.92570301,3,42,0.002900152,9606,Homo sapiens,CARM1,,R-HSA-1655848;R-HSA-1655850;R-HSA-1655826
R-HSA-9664422,FCGR3A-mediated phagocytosis,3,157,0.010223351,0.92613874,0.92613874,9,27,0.001864383,9606,Homo sapiens,FYN;BAIAP2;PTK2,,R-HSA-9664275;R-HSA-2130194;R-HSA-2029469;R-HSA-2197698;R-HSA-2029466;R-HSA-442592;R-HSA-9664261;R-HSA-2029465;R-HSA-2197690
R-HSA-9664407,Parasite infection,3,157,0.010223351,0.92613874,0.92613874,9,27,0.001864383,9606,Homo sapiens,FYN;BAIAP2;PTK2,,R-HSA-9664275;R-HSA-2130194;R-HSA-2029469;R-HSA-2197698;R-HSA-2029466;R-HSA-442592;R-HSA-9664261;R-HSA-2029465;R-HSA-2197690
